TF,TargetGene,Tissue,chea,signor,trrust,Experiment
STAT1,OLAH,leukocytes,,,,"STAT1 IP - Rep 5, STAT1 IP - Rep 6, STAT1 IP - Rep 2, STAT1 IP - Rep 1, STAT1 IP - Rep 4, STAT1 IP - Rep 3"
MAX,OLAH,stemcells,,,,MAX IP - H1 cells
STAT3,OLAH,mammarygland,,,,"STAT3 IP | 4HT - MCF10 cells, 12 h, STAT3 IP - MCF10A cells, Rep 2, STAT3 IP | 4HT - MCF10 cells, 36 h"
4HT,OLAH,mammarygland,,,,"STAT3 IP | 4HT - MCF10 cells, 12 h, FOS IP | 4HT - MCF10A cells, 4 h, STAT3 IP | 4HT - MCF10 cells, 36 h, FOS IP | 4HT - MCF10A cells, 12 h, FOS IP | 4HT - MCF10A cells, 36 h"
JUN,OLAH,mammarygland,,,,"JUN IP - Rep 1, JUN IP - Rep 2"
ROSI,OLAH,leukocytes,,,,ROSI | SPI1 ChIP-Seq
FOS,OLAH,mammarygland,,,,"FOS IP | 4HT - MCF10A cells, 4 h, FOS IP - MCF10A cells, FOS IP | 4HT - MCF10A cells, 12 h, FOS IP | 4HT - MCF10A cells, 36 h"
IFNA1,OLAH,leukocytes,,,,"IRF1 IP | IFNA1-13 - K562 cells, 6 h"
UBTF,OLAH,leukocytes,,,,UBTF IP - K562 cells
ELF1,OLAH,leukocytes,,,,ELF1 IP - SK-N-SH cells
JUND,OLAH,vasculature,,,,JUND IP
USF1,OLAH,leukocytes,,,,USF1 IP - K562 cells
FOXA1,OLAH,lung,,,,FOXA1 IP | DEX - A549 cells
DEX,OLAH,lung,,,,FOXA1 IP | DEX - A549 cells
ASCL1,OLAH,skin,,,,ASCL1 IP - NHDF
DEX,OLAH,mammarygland,,,,"DEX | FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 2"
ATF1,OLAH,leukocytes,,,,ATF1 IP - K562 cells
GATA2,OLAH,prostate,,,,"FOXA1 KD | GATA2 ChIP-Seq, GATA2 KD  | FOXA1 ChIP-Seq"
FOXA1,OLAH,prostate,,,,"FOXA1 KD | GATA2 ChIP-Seq, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, CON KD + R1881 | FOXA1 ChIP-Seq, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 1, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 2, GATA2 KD  | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1"
JUND,OLAH,stemcells,,,,JUND IP - H1 cells
CREB1,OLAH,prostate,,,,CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2
BATF,OLAH,leukocytes,,,,BATF IP - GM12878 cells
SOX2,OLAH,stemcells,,,,SOX2 IP
R1881,OLAH,prostate,,,,"CON KD + R1881 | FOXA1 ChIP-Seq, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 1, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 2, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1"
MAX,OLAH,leukocytes,,,,"MAX IP - K562 cells, Rep 2, MAX IP - K562 cells"
CEBPB,OLAH,uterus,,,,CEBPB ChIP-Seq - HeLaS3
STAT5B,OLAH,leukocytes,,,,STAT5B IP | IL2 - Rep 2
IL2,OLAH,leukocytes,,,,STAT5B IP | IL2 - Rep 2
JUN,OLAH,vasculature,,,,JUN IP - HUVEC cells
BHLHE40,OLAH,leukocytes,,,,BHLHE40 IP - K562 cells
POU5F1,OLAH,stemcells,,,,"POU5F1 IP - Rep 1 , POU5F1 IP"
ATF2,OLAH,leukocytes,,,,ATF2 IP - GM12878 cells
CEBPB,OLAH,stemcells,,,,"CEBPB IP, CEBPB IP, CEBPB IP"
FOXA1,OLAH,liver,,,,"FOXA1 IP - HepG2 cells, Rep 2, FOXA1 IP - HepG2 cells, Rep 1"
NFATC1,OLAH,leukocytes,,,,NFATC1 IP - GM12878 cells
NFKB1,OLAH,leukocytes,,,,NFKB1 IP - Rep 1
TP63,OLAH,skin,,,,"TP63 IP, TP63 IP"
CTCF,OLAH,leukocytes,,,,CTCF IP - K562 cells
MXI1,OLAH,leukocytes,,,,MXI1 IP - K562 cells
PIAS1,OLAH,prostate,,,,"PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1"
MAZ,OLAH,leukocytes,,,,MAZ IP - K562 cells
GATA3,OLAH,mammarygland,,,,GATA3 IP - T47D cells
EGR1,OLAH,leukocytes,,,,EGR1 IP - K562 cells
TP53,OLAH,leukocytes,,,,TP53 IP - Doxo DNA damage
JUND,OLAH,leukocytes,,,,JUND IP - K562 cells
TP53,OLAH,mammarygland,,,,TP53 IP
TEAD4,OLAH,leukocytes,,,,TEAD4 IP - K562 cells
FOS,OLAH,vasculature,,,,FOS IP - HUVEC cells
GATA2,OLAH,vasculature,,,,GATA2 IP - HUVEC cells
CEBPB,OLAH,liver,,,,CEBPB ChIP-Seq - HepG2
CEBPB,OLAH,mammarygland,,,,CEBPB IP - MCF7 cells
MEF2A,OLAH,leukocytes,,,,MEF2A IP - GM12878 cells
ELF3,OLAH,pancreas,,,,ELF3 IP
JUND,OXSM,stemcells,,,,JUND IP - H1 cells
CTCF,OXSM,leukocytes,,,,"CTCF IP - CD14+ cells , CTCF IP - GM12878 cells, Rep 2 , CTCF IP - GM19240 cells, Rep 2 , CTCF IP - GM19238 cells, Rep 1 , CTCF IP - GM2610 cells, Rep 2 , CTCF ChIP-Seq - GM12878, CTCF IP - K562 cells, Rep 12 , CTCF IP - GM2255 cells, Rep 3 , CTCF IP -  DND , CTCF IP, CTCF IP - K562 cells, CTCF IP - GM2630 cells, Rep 1 , CTCF IP - GM19240 cells, Rep 1 , CTCF IP - MS1 cells, Rep 2 , CTCF IP - GM12891 cells, Rep 2 , CTCF IP - GM19239 cells, Rep 2 , CTCF IP - GM19239 cells, Rep 1 , CTCF IP - K562 cells, Rep 11 , CTCF IP - GM12871 cells , CTCF IP - GM12878 cells, Rep 1 , CTCF IP - GM12866 cells , CTCF IP - MS1 cells, Rep 4 , CTCF IP - GM12891 cells, Rep 1 , CTCF IP - GM2588 cells, Rep 2 , CTCF IP - GM18526 cells, Rep 2 , CTCF IP - GM18505 cells, Rep 2 , CTCF IP - GM12892 cells, Rep 1 , CTCF IP - GM2610 cells, Rep 1 , CTCF IP - GM2610 cells, Rep 3 , CTCF IP - GM2630 cells, Rep 3 , CTCF IP - K562 cells, CTCF IP - K562 cells, Rep 14 , CTCF IP - GM12892 cells, Rep 2 , CTCF IP - GM18486 cells, Rep 3 , CTCF IP - K562 cells, Rep 16 , CTCF IP - GM2255 cells, Rep 2 , CTCF IP - GM12890 cells, Rep 1 , CTCF IP - MS1 cells, Rep 3 , CTCF IP - GM2630 cells, Rep 2 "
MAFF,OXSM,leukocytes,,,,MAFF IP - K562 cells
ZEB1,OXSM,liver,,,,ZEB1 IP - HepG2 cells
REST,OXSM,cns,,,,"REST IP - SK cells, REST IP - SK-N-SH cells, REST IP - U87 cells, REST IP - PFSK1 cells, Rep 2, REST IP - PFSK-N-SH cells1 cells, Rep 1"
MAX,OXSM,leukocytes,,,,"MAX IP - K562 cells, Rep 2, MAX IP - K562 cells, Rep 1, MAX IP - GM12878 cells, MAX IP - NB4 cells, MAX IP - K562 cells"
REST,OXSM,uterus,,,,REST IP - ECC1 cells
JUND,OXSM,lung,,,,JUND IP - A549 cells
CREB1,OXSM,leukocytes,,,,"CREB1 IP - K562 cells, CREB1 IP - GM12878 cells"
MAX,OXSM,lung,,,,"MAX IP - A549 cells, MAX IP - A549 cells"
YY1,OXSM,leukocytes,,,,"YY1 IP - K562 cells, Rep 2, YY1 IP - GM12892 cells, Rep 1, YY1 IP - GM12891 cells, YY1 IP - K562 cells, YY1 IP - GM12878 cells, YY1 IP - K562 cells, Rep 1"
MYC,OXSM,leukocytes,,,,"MYC IP | IFNG - K562 cells, 30 min, MYC IP | IFNA1 - K562 cells, 6 h, MYC IP - K562 cells, Rep 2, MYC IP | IFNA1 - K562 cells, 30 min, MYC IP - NB4 cells, MYC IP - K562 cells, Rep 1, MYC IP | IFNG - K562 cells, 6 h"
IFNG,OXSM,leukocytes,,,,"MYC IP | IFNG - K562 cells, 30 min, JUN IP | IFNG - K562 cells, 30 min, STAT1 IP - Rep 5, IRF1 IP | IFNG - K562 cells, 6 h, IRF1 IP | IFNG - K562 cells, 30 min, STAT1 IP - Rep 4, STAT1 IP - Rep 3, STAT1 IP - Rep 1, STAT1 IP - Rep 6, STAT1 IP - Rep 2, MYC IP | IFNG - K562 cells, 6 h, IRF1 IP - Rep 3"
ELF1,OXSM,liver,,,,ELF1 IP - HepG2 cells
HIF1A,OXSM,bone,,,,"HIF1A IP, HIF1A IP"
JUN,OXSM,leukocytes,,,,"JUN IP - K562 cells, Rep 1, JUN IP | IFNG - K562 cells, 30 min, JUN IP - K562 cells, Rep 2, JUN IP | IFNA1-13 - 30 min "
EBF1,OXSM,leukocytes,,,,"EBF1 IP - GM12878 cells, EBF1 IP - GM12878 cells"
SPI1,OXSM,leukocytes,,,,"SPI1 IP, SPI1 IP - HL-60 cells, Rep 1 , SPI1 IP, SPI1 IP - GM12878 cells, Rep 5 , SPI1 IP - U-937 cells, Rep 1 , SPI1 IP - GM12878 cells, SPI1 IP - K562 cells, SPI1 IP, SPI1 IP - GM12878 cells, Rep 2 , SPI1 IP - U-937 cells, Rep 5 , SPI1 IP - U-937 cells, Rep 2 , SPI1 IP, SPI1 IP - HL cells, SPI1 IP | RUNX1 KD, SPI1 IP - U-937 cells, Rep 6 , SPI1 IP - U-937 cells, Rep 4 , SPI1 IP - GM12891 cells, SPI1 IP - GM12878 cells, Rep 3 , SPI1 IP - GM12878 cells, Rep 1 , SPI1 IP, SPI1 IP, SPI1 IP - GM12878 cells, Rep 4 , SPI1 IP - U-937 cells, Rep 3 , SPI1 IP - HL-60 cells, Rep 2 , SPI1 IP, SPI1 IP, SPI1 IP"
FOXA1,OXSM,prostate,,,,"R1881 | FOXA1 ChIP-Seq - Rep 1, CON KD | FOXA1 ChIP-Seq, GATA2 KD  | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - Rep 1, CON KD  | FOXA1 ChIP-Seq, FOXA1 ChIP-Seq - Rep 2, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 1, CON KD | FOXA1 ChIP-Seq, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 1, EtOH | FOXA1 ChIP-Seq - , DHT | FOXA1 ChIP-Seq, R1881 | FOXA1 ChIP-Seq - Rep 2, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq - LNCaP-abl, DHT | FOXA1 ChIP-Seq - C4- Rep 2B, GATA2 KD + R1881 | FOXA1 ChIP-Seq, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq, CON KD | FOXA1 ChIP-Seq, EtOH | FOXA1 ChIP-Seq - Rep 2, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2, CON KD + R1881 | FOXA1 ChIP-Seq"
R1881,OXSM,prostate,,,,"R1881 | FOXA1 ChIP-Seq - Rep 1, GABPA IP | R1881, CON KD + R1881 | FOXA1 ChIP-Seq - Rep 1, R1881 | FOXA1 ChIP-Seq - Rep 2, GATA2 KD + R1881 | FOXA1 ChIP-Seq, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 2, PIAS1 + R1881 | FOXA1 ChIP-Seq - Rep 1, CON KD + R1881 | FOXA1 ChIP-Seq"
TBP,OXSM,liver,,,,TBP IP - HepG2 cells
FOXP2,OXSM,cns,,,,FOXP2 IP - PFSK-1 cells
PAX5,OXSM,leukocytes,,,,"PAX5 IP - GM12878 cells, Rep 1, PAX5 IP - GM12891 cells, PAX5 IP - GM12878 cells, Rep 2, PAX5 IP - GM12892 cells"
RELA,OXSM,leukocytes,,,,"RELA IP | TNF - GM12891 cells, RELA IP | TNF - GM18951 cells, RELA IP | TNF - GM10847 cells, RELA IP | TNF - GM18505 cells, RELA IP | TNF - GM19193 cells, RELA IP | TNF - GM12878 cells, RELA IP | TNF - GM12892 cells, RELA IP | BAY082  - IVD Th1 cells, PIA, RELA IP - IVD Th1 cells, PIA, RELA IP | TNF - GM15510 cells, RELA IP | TNF - GM19099 cells"
TNF,OXSM,leukocytes,,,,"RELA IP | TNF - GM12891 cells, RELA IP | TNF - GM18951 cells, RELA IP | TNF - GM10847 cells, RELA IP | TNF - GM18505 cells, RELA IP | TNF - GM19193 cells, RELA IP | TNF - GM12878 cells, RELA IP | TNF - GM12892 cells, RELA IP | TNF - GM15510 cells"
FOXA1,OXSM,mammarygland,,,,"17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 1, DHT | FOXA1 ChIP-Seq, DEX | FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 1, FOXA1 IP - T47D cells, FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq, DEX | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 2, FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 1, FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 1"
17BE2,OXSM,mammarygland,,,,"17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 1, 17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq, 17BE2 | FOXA1 ChIP-Seq - Rep 2, 17BE2 | FOXA1 ChIP-Seq - Rep 1"
MYB,OXSM,leukocytes,,,,"MYB IP - MOLT3, MYB IP - Jurkat, Rep 5, MYB IP - Jurkat, Rep 4, MYB IP - Jurkat, Rep 2, MYB IP - Jurkat, Rep 3, MYB IP - Jurkat, Rep 1"
ARNT,OXSM,kidney,,,,"ARNT IP | EPAS1 OE, ARNT IP"
EPAS1,OXSM,kidney,,,,ARNT IP | EPAS1 OE
STAT3,OXSM,leukocytes,,,,"STAT3 IP - SU-DHL-2, STAT3 IP - OCI-LY7, STAT3 IP - OCI-LY10, STAT3 IP - OCI-LY19, STAT3 IP - U-2932, STAT3 IP - SU-DHL-4, STAT3 IP - OCI-LY3, STAT3 IP - SU-DHL-6"
USF2,OXSM,uterus,,,,USF2 IP - HeLa cells
GATA2,OXSM,prostate,,,,"GATA2 KD  | FOXA1 ChIP-Seq, GATA2 KD + R1881 | FOXA1 ChIP-Seq"
FOXA2,OXSM,stemcells,,,,"FOXA2 IP - ES D10, FOXA2 IP - ES D5, FOXA2 IP - ES D7, FOXA2 IP - ES D2"
JUN,OXSM,colon,,,,JUN IP 
TBP,OXSM,stemcells,,,,TBP IP - H1 cells
GATA3,OXSM,lung,,,,GATA3 IP - A549 cells
ELF1,OXSM,mammarygland,,,,ELF1 IP - MCF7 cells
POU2F2,OXSM,leukocytes,,,,"POU2F2 IP - Rep 1, POU2F2 IP - GM12878 cells, POU2F2 IP | POU2F2 Mut OE, POU2F2 IP - Rep 2"
MAZ,OXSM,liver,,,,MAZ IP - HepG2 cells
CEBPB,OXSM,mammarygland,,,,CEBPB IP - MCF7 cells
CREB1,OXSM,uterus,,,,CREB1 IP - ECC1 cells
FOXM1,OXSM,mammarygland,,,,FOXM1 IP | THSP - DS006
GMEB2,OXSM,colon,,,,GMEB2 IP 
SP1,OXSM,liver,,,,SP1 IP - HepG2 cells
NFKB2,OXSM,leukocytes,,,,"NFKB2 IP - Rep 2, NFKB2 IP - Rep 1"
RBPJ,OXSM,leukocytes,,,,"RBPJ IP | COMPE - wash, RBPJ IP | COMPE"
COMPE,OXSM,leukocytes,,,,"RBPJ IP | COMPE - wash, RBPJ IP | COMPE"
E2F1,OXSM,prostate,,,,"BICALU | E2F1 ChIP-Seq - Rep 1, BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 3, E2F1 ChIP-Seq - Rep 3, HES6 OE | E2F1 ChIP-Seq - Rep 1, E2F1 ChIP-Seq - Rep 4, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3"
BICALU,OXSM,prostate,,,,"BICALU | E2F1 ChIP-Seq - Rep 1, BICALU | E2F1 ChIP-Seq - Rep 3, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 1, HES6 OE + BICALU | E2F1 ChIP-Seq - Rep 3"
ZEB1,OXSM,leukocytes,,,,ZEB1 IP - GM12878 cells
TAL1,OXSM,colon,,,,TAL1 IP 
ELF1,OXSM,colon,,,,ELF1 IP - HCT116 cells
ELF1,OXSM,leukocytes,,,,"ELF1 IP - SK-N-SH cells, ELF1 IP - SK-N-SH cells"
MAX,OXSM,uterus,,,,"MAX IP - HeLa cells, Rep 1, MAX IP - ECC1 cells, MAX IP - HeLa cells, Rep 2"
JUND,OXSM,leukocytes,,,,JUND IP - K562 cells
GABPA,OXSM,prostate,,,,"GABPA IP | R1881, GABPA IP - Rep 2, GABPA IP - Rep 1"
YY1,OXSM,colon,,,,YY1 IP - HCT116 cells
MAFK,OXSM,liver,,,,"MAFK IP - HepG2 cells, Rep 2, MAFK IP - HepG2 cells, Rep 1"
MAX,OXSM,stemcells,,,,"MAX IP - H1 cells, MAX IP - H1 cells"
CEBPB,OXSM,stemcells,,,,"CEBPB IP, CEBPB IP - H1 cells, CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP, CEBPB IP"
BHLHE40,OXSM,leukocytes,,,,"BHLHE40 IP - GM12878 cells, BHLHE40 IP - K562 cells"
GABPA,OXSM,leukocytes,,,,"GABPA IP - HL cells, GABPA IP - Jurkat, Rep 2, GABPA IP - GM12878 cells, Rep 2 , GABPA IP - GM12878 cells, GABPA IP - GM12878 cells, Rep 4 , GABPA IP - K562 cells, GABPA IP - Jurkat, Rep 1, GABPA IP - GM12878 cells, Rep 1 "
TCF12,OXSM,cns,,,,TCF12 IP - SK-N-SH cells
SMARCC1,OXSM,uterus,,,,SMARCC1 IP - HeLa cells
TCF12,OXSM,uterus,,,,TCF12 IP - ECC1 cells
E2F4,OXSM,mammarygland,,,,E2F4 IP | 4HT - MCF10 cells
4HT,OXSM,mammarygland,,,,"E2F4 IP | 4HT - MCF10 cells, FOS IP | 4HT - MCF10A cells, 12 h, MYC IP | 4HT - MCF10A cells, FOS IP | 4HT - MCF10A cells, 36 h, FOS IP | 4HT - MCF10A cells, 4 h, STAT3 IP | 4HT - MCF10 cells, 36 h"
JUND,OXSM,vasculature,,,,JUND IP
JUND,OXSM,liver,,,,"JUND IP - HepG2 cells, JUND IP - HepG2 cells"
ETV5,OXSM,colon,,,,ETV5 IP 
E2F6,OXSM,lung,,,,E2F6 IP - A549 cells
ZBTB7A,OXSM,leukocytes,,,,ZBTB7A IP - SK-N-SH cells
TCF7L2,OXSM,mammarygland,,,,"DHT | TCF7L2 ChIP-Seq, TCF7L2 ChIP-Seq"
DHT,OXSM,mammarygland,,,,"DHT | TCF7L2 ChIP-Seq, DHT | FOXA1 ChIP-Seq, DHT | MYC ChIP-Seq"
MXI1,OXSM,liver,,,,MXI1 IP - HepG2 cells
HIF1A,OXSM,vasculature,,,,HIF1A IP
YY1,OXSM,cns,,,,"YY1 IP - SK-N-SH cells, YY1 IP | ATRA - SK-N-SH cells"
HOXA6,OXSM,colon,,,,HOXA6 IP 
E2F3,OXSM,colon,,,,E2F3 IP 
ETS1,OXSM,lung,,,,ETS1 IP - A549 cells
TEAD4,OXSM,uterus,,,,TEAD4 IP - ECC1 cells
ERG,OXSM,prostate,,,,"DMSO | ERG ChIP-Seq - Rep 1, ERG ChIP-Seq, DHT | ERG ChIP-Seq - 18 h, DHT | ERG ChIP-Seq - 2 h, ERG ChIP-Seq"
MAX,OXSM,liver,,,,"MAX IP - MCF7 cells, MAX IP - HepG2 cells, MAX IP - HepG2 cells"
CREB1,OXSM,colon,,,,CREB1 IP 
USF1,OXSM,leukocytes,,,,"USF1 IP - GM12878 cells, USF1 IP - K562 cells"
YY1,OXSM,stemcells,,,,"YY1 IP - NT2 cells, YY1 IP - H1 cells"
EGR1,OXSM,liver,,,,EGR1 IP - MCF7 cells
IFNA1,OXSM,leukocytes,,,,"MYC IP | IFNA1 - K562 cells, 6 h, MYC IP | IFNA1 - K562 cells, 30 min, IRF1 IP | IFNA1-13 - K562 cells, 6 h, JUN IP | IFNA1-13 - 30 min "
RUNX1,OXSM,leukocytes,,,,"RUNX1 IP, RUNX1 IP - N terminus 2, SPI1 IP | RUNX1 KD, RUNX1 IP, CEBPA IP | RUNX1 KD"
JUND,OXSM,colon,,,,JUND IP - HCT116 cells
HEY1,OXSM,liver,,,,HEY1 IP - HepG2 cells
DEX,OXSM,mammarygland,,,,"DEX | FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 1, DEX | FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 2, DEX | FOXA1 ChIP-Seq - Rep 1"
CEBPB,OXSM,liver,,,,"CEBPB IP - HepG2 cells, CEBPB ChIP-Seq - HepG2, CEBPB IP | FORSK - HepG2 cells"
JUN,OXSM,mammarygland,,,,"JUN IP - Rep 1, JUN IP - Rep 2"
JUN,OXSM,vasculature,,,,"JUN IP, JUN IP - HUVEC cells"
REST,OXSM,liver,,,,"REST IP - HepG2 cells, Rep 1, REST IP - HepG2 cells, Rep 2"
TAL1,OXSM,leukocytes,,,,"TAL1 IP - K562 cells, TAL1 IP - MOLT3"
CEBPB,OXSM,lung,,,,"CEBPB ChIP-Seq - A549, CEBPB ChIP-Seq - IMR90, CEBPB IP - A549 cells"
MAFK,OXSM,lung,,,,MAFK IP - IMR cells
USF2,OXSM,leukocytes,,,,USF2 IP - GM12878 cells
E2F6,OXSM,leukocytes,,,,"E2F6 IP - K562 cells, E2F6 IP - K562 cells"
CEBPB,OXSM,colon,,,,"CEBPB IP - HCT116 cells, CEBPB IP | 125DVD3, CEBPB IP"
ELF3,OXSM,pancreas,,,,"ELF3 IP | KLF5 KO, ELF3 IP, ELF3 IP"
KLF5,OXSM,pancreas,,,,ELF3 IP | KLF5 KO
CTCF,OXSM,cns,,,,"CTCF IP - SK-N-SH cells, Rep 2 , CTCF IP - HCPEpiC cells, Rep 1 , CTCF IP - SK-N-SH cells "
KLF11,OXSM,adiposetissue,,,,"KLF11 ChIP-Seq, Rep 1, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 1, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 2, KLF11 ChIP-Seq, Rep 2"
CREB1,OXSM,prostate,,,,"CREB1 siRNA | FOXA1 ChIP-Seq - Rep 1, CREB1 ChIP-Seq - Rep 1, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 1, CREB1 ChIP-Seq - LNCaP, CREB1 ChIP-Seq - Rep 2, CREB1 ChIP-Seq - LNCaP-abl, FOXA1 siRNA | CREB1 ChIP-Seq - Rep 2, CREB1 siRNA | FOXA1 ChIP-Seq - Rep 2"
TCF3,OXSM,leukocytes,,,,TCF3 IP - GM12878 cells
FOS,OXSM,mammarygland,,,,"FOS IP | 4HT - MCF10A cells, 12 h, FOS IP | 4HT - MCF10A cells, 36 h, FOS IP | 4HT - MCF10A cells, 4 h"
FOXA1,OXSM,liver,,,,"FOXA1 IP - HepG2 cells, Rep 1, FOXA1 IP - HepG2 cells, Rep 2"
TBP,OXSM,uterus,,,,TBP IP - HeLa cells
ATF2,OXSM,leukocytes,,,,ATF2 IP - GM12878 cells
ATF3,OXSM,colon,,,,"ATF3 IP | CAMPTO, ATF3 IP - HCT116 cells, ATF3 IP"
MXI1,OXSM,leukocytes,,,,MXI1 IP - GM12878 cells
GATA3,OXSM,mammarygland,,,,"GATA3 IP - T47D cells, GATA3 IP - MCF7 cells"
GTF2B,OXSM,uterus,,,,"GTF2B IP - Rep 2, GTF2B IP - Rep 3"
TCF12,OXSM,liver,,,,TCF12 IP - HepG2 cells
BCL11A,OXSM,leukocytes,,,,BCL11A IP - GM12878 cells
CEBPB,OXSM,leukocytes,,,,"CEBPB IP, CEBPB IP - HL-60 cells, Rep 2 , CEBPB IP, CEBPB IP - K562 cells, CEBPB IP - HL-60 cells, Rep 1 , CEBPB IP, CEBPB IP, CEBPB IP - GM12878 cells, CEBPB ChIP-Seq - K562, CEBPB IP, CEBPB IP"
GATA2,OXSM,cns,,,,GATA2 ChIP-Seq SH-SY5Y
FOXA1,OXSM,lung,,,,"FOXA1 IP - A549 cells, FOXA1 IP | DEX - A549 cells"
IRF1,OXSM,colon,,,,IRF1 IP 
FOXA2,OXSM,liver,,,,FOXA2 IP - HepG2 cells
CTCF,OXSM,hspcs,,,,"CTCF IP - Erythroid cells, Rep 1, CTCF IP - Erythroid cells, Rep 2"
ATF2,OXSM,colon,,,,ATF2 IP 
BATF,OXSM,leukocytes,,,,BATF IP - GM12878 cells
ZNF384,OXSM,leukocytes,,,,"ZNF384 IP - GM12878 cells, ZNF384 IP - K562 cells"
SRF,OXSM,colon,,,,SRF IP - HCT116 cells
REST,OXSM,leukocytes,,,,"REST IP - GM12878 cells, Rep 2, REST IP - K562 cells, REST IP - HL60 cells"
GABPA,OXSM,lung,,,,GABPA IP - A549 cells
E2F1,OXSM,uterus,,,,"E2F1 IP - HeLa cells, Rep 2, E2F1 IP - HeLa cells, Rep 1"
ZNF263,OXSM,kidney,,,,ZNF263 IP - HEK293 cells
BACH1,OXSM,stemcells,,,,BACH1 IP - H1 cells
125DVD3,OXSM,colon,,,,CEBPB IP | 125DVD3
MAFF,OXSM,liver,,,,MAFF IP - HepG2 cells
NFKB1,OXSM,leukocytes,,,,"NFKB1 IP - Rep 1, NFKB1 IP - Rep 2"
E2F6,OXSM,uterus,,,,E2F6 IP - HeLa cells
PDX1,OXSM,pancreas,,,,PDX1 IP
ATRA,OXSM,cns,,,,"YY1 IP | ATRA - SK-N-SH cells, USF1 IP | ATRA - SK-N-SH cells"
CUX1,OXSM,leukocytes,,,,CUX1 IP - K562 cells
DHT,OXSM,prostate,,,,"DHT | ERG ChIP-Seq - 18 h, DHT | FOXA1 ChIP-Seq, DHT | ERG ChIP-Seq - 2 h, DHT | FOXA1 ChIP-Seq - C4- Rep 2B"
USF2,OXSM,stemcells,,,,USF2 IP - H1 cells
USF1,OXSM,liver,,,,USF1 IP - HepG2 cells
ROSI,OXSM,adiposetissue,,,,"ROSI (BrAT) | KLF11 ChIP-Seq, Rep 1, ROSI (BrAT) | KLF11 ChIP-Seq, Rep 2"
USF1,OXSM,stemcells,,,,USF1 IP - H1 cells
SRF,OXSM,uterus,,,,SRF IP - ECC1 cells
